PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,C,Mason Plumlee (6308884),Mason Plumlee,6308884,4300,Was@Por 10:00PM ET,Por,
,,,,,,,,,SG,Mario Hezonja (6308705),Mario Hezonja,6308705,4200,Orl@LAL 10:30PM ET,Orl,
,,,,,,,,,PF,Ersan Ilyasova (6308825),Ersan Ilyasova,6308825,4100,Orl@LAL 10:30PM ET,Orl,
,,,,,,,,,SF,Al-Farouq Aminu (6308764),Al-Farouq Aminu,6308764,4100,Was@Por 10:00PM ET,Por,
,,,,,,,,,PF,Nene Hilario (6308831),Nene Hilario,6308831,3900,Was@Por 10:00PM ET,Was,
,,,,,,,,,PF,Ed Davis (6308833),Ed Davis,6308833,3900,Was@Por 10:00PM ET,Por,
,,,,,,,,,PF,Brandon Bass (6308823),Brandon Bass,6308823,3700,Orl@LAL 10:30PM ET,LAL,
,,,,,,,,,SF,Jared Dudley (6308763),Jared Dudley,6308763,3700,Was@Por 10:00PM ET,Was,
,,,,,,,,,SG,Gerald Henderson (6308709),Gerald Henderson,6308709,3600,Was@Por 10:00PM ET,Por,
,,,,,,,,,PG,Brandon Jennings (6308639),Brandon Jennings,6308639,3500,Orl@LAL 10:30PM ET,Orl,
,,,,,,,,,SF,Maurice Harkless (6308767),Maurice Harkless,6308767,3500,Was@Por 10:00PM ET,Por,
,,,,,,,,,PG,Ramon Sessions (6308646),Ramon Sessions,6308646,3400,Was@Por 10:00PM ET,Was,
,,,,,,,,,SG,Allen Crabbe (6308711),Allen Crabbe,6308711,3400,Was@Por 10:00PM ET,Por,
,,,,,,,,,C,Meyers Leonard (6308885),Meyers Leonard,6308885,3300,Was@Por 10:00PM ET,Por,
,,,,,,,,,PF,Larry Nance Jr. (6308827),Larry Nance Jr.,6308827,3300,Orl@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,Garrett Temple (6308708),Garrett Temple,6308708,3200,Was@Por 10:00PM ET,Was,
,,,,,,,,,C,Roy Hibbert (6308877),Roy Hibbert,6308877,3200,Orl@LAL 10:30PM ET,LAL,
,,,,,,,,,PG,Marcelo Huertas (6308642),Marcelo Huertas,6308642,3200,Orl@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,Alan Anderson (6308706),Alan Anderson,6308706,3100,Was@Por 10:00PM ET,Was,
,,,,,,,,,SG,Gary Neal (6308707),Gary Neal,6308707,3100,Was@Por 10:00PM ET,Was,
,,,,,,,,,SG,Nick Young (6308701),Nick Young,6308701,3100,Orl@LAL 10:30PM ET,LAL,
,,,,,,,,,SF,Metta World Peace (6308759),Metta World Peace,6308759,3000,Orl@LAL 10:30PM ET,LAL,
,,,,,,,,,C,Chris Kaman (6308882),Chris Kaman,6308882,3000,Was@Por 10:00PM ET,Por,
,,,,,,,,,PF,Drew Gooden (6308830),Drew Gooden,6308830,3000,Was@Por 10:00PM ET,Was,
,,,,,,,,,PG,C.J. Watson (6308638),C.J. Watson,6308638,3000,Orl@LAL 10:30PM ET,Orl,
,,,,,,,,,PG,Brian Roberts (6308645),Brian Roberts,6308645,3000,Was@Por 10:00PM ET,Por,
,,,,,,,,,PF,Jason Smith (6308824),Jason Smith,6308824,3000,Orl@LAL 10:30PM ET,Orl,
,,,,,,,,,PF,J.J. Hickson (6308832),J.J. Hickson,6308832,3000,Was@Por 10:00PM ET,Was,
,,,,,,,,,C,Robert Sacre (6308878),Robert Sacre,6308878,3000,Orl@LAL 10:30PM ET,LAL,
,,,,,,,,,PF,Andrew Nicholson (6308826),Andrew Nicholson,6308826,3000,Orl@LAL 10:30PM ET,Orl,
,,,,,,,,,SF,Ryan Kelly (6308760),Ryan Kelly,6308760,3000,Orl@LAL 10:30PM ET,LAL,
,,,,,,,,,C,Tarik Black (6308880),Tarik Black,6308880,3000,Orl@LAL 10:30PM ET,LAL,
,,,,,,,,,SG,Jarell Eddie (6308712),Jarell Eddie,6308712,3000,Was@Por 10:00PM ET,Was,
,,,,,,,,,SF,Anthony Brown (6308761),Anthony Brown,6308761,3000,Orl@LAL 10:30PM ET,LAL,
,,,,,,,,,PG,Shabazz Napier (6308641),Shabazz Napier,6308641,3000,Orl@LAL 10:30PM ET,Orl,
,,,,,,,,,SF,Devyn Marble (6308762),Devyn Marble,6308762,3000,Orl@LAL 10:30PM ET,Orl,
,,,,,,,,,SF,Pat Connaughton (6308765),Pat Connaughton,6308765,3000,Was@Por 10:00PM ET,Por,
,,,,,,,,,C,Dewayne Dedmon (6308881),Dewayne Dedmon,6308881,3000,Orl@LAL 10:30PM ET,Orl,
,,,,,,,,,PF,Noah Vonleh (6308835),Noah Vonleh,6308835,3000,Was@Por 10:00PM ET,Por,
,,,,,,,,,PF,Cliff Alexander (6308836),Cliff Alexander,6308836,3000,Was@Por 10:00PM ET,Por,
,,,,,,,,,SF,Kelly Oubre Jr. (6308768),Kelly Oubre Jr.,6308768,3000,Was@Por 10:00PM ET,Was,
,,,,,,,,,SF,Luis Montero (6308769),Luis Montero,6308769,3000,Was@Por 10:00PM ET,Por,
