"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF","Alonzo Gee",4100,"Sac@NO 08:00PM ET",11.631,"NO"
"SG","Courtney Lee",4000,"Mil@Mem 08:00PM ET",18.199,"Mem"
"SF","Lance Thomas",4000,"NY@Tor 08:00PM ET",13.994,"NY"
"SG","Marco Belinelli",4000,"Sac@NO 08:00PM ET",17.317,"Sac"
"SG","Terrence Ross",4000,"NY@Tor 08:00PM ET",15.609,"Tor"
"SG","Langston Galloway",4000,"NY@Tor 08:00PM ET",17.707,"NY"
"PF","Brandon Bass",3900,"Chi@LAL 10:30PM ET",15.590,"LAL"
"C","Roy Hibbert",3900,"Chi@LAL 10:30PM ET",19.484,"LAL"
"PF","John Henson",3900,"Mil@Mem 08:00PM ET",17.048,"Mil"
"PF","Patrick Patterson",3800,"NY@Tor 08:00PM ET",15.900,"Tor"
"C","Bismack Biyombo",3800,"NY@Tor 08:00PM ET",19.333,"Tor"
"SG","Ben McLemore",3700,"Sac@NO 08:00PM ET",13.317,"Sac"
"PG","Kirk Hinrich",3600,"Chi@LAL 10:30PM ET",9.152,"Chi"
"PG","Toney Douglas",3600,"Sac@NO 08:00PM ET",13.630,"NO"
"PG","Cory Joseph",3600,"NY@Tor 08:00PM ET",17.756,"Tor"
"PF","Bobby Portis",3500,"Chi@LAL 10:30PM ET",13.688,"Chi"
"PG","Greivis Vasquez",3400,"Mil@Mem 08:00PM ET",17.047,"Mil"
"SF","James Johnson",3400,"NY@Tor 08:00PM ET",10.912,"Tor"
"C","Kosta Koufos",3400,"Sac@NO 08:00PM ET",17.438,"Sac"
"SF","Tony Snell",3400,"Chi@LAL 10:30PM ET",12.893,"Chi"
"C","Alexis Ajinca",3300,"Sac@NO 08:00PM ET",11.816,"NO"
"SG","Nick Young",3200,"Chi@LAL 10:30PM ET",12.196,"LAL"
"C","Omer Asik",3200,"Sac@NO 08:00PM ET",11.493,"NO"
"SF","Doug McDermott",3200,"Chi@LAL 10:30PM ET",12.401,"Chi"
"SF","Dante Cunningham",3100,"Sac@NO 08:00PM ET",11.125,"NO"
"SG","E'Twaun Moore",3100,"Chi@LAL 10:30PM ET",9.219,"Chi"
"PF","Quincy Acy",3100,"Sac@NO 08:00PM ET",8.978,"Sac"
"SF","Ryan Kelly",3100,"Chi@LAL 10:30PM ET",12.515,"LAL"
"PF","Kevin Seraphin",3100,"NY@Tor 08:00PM ET",10.086,"NY"
"SF","Anthony Brown",3100,"Chi@LAL 10:30PM ET",8.057,"LAL"
"PG","Jerian Grant",3100,"NY@Tor 08:00PM ET",11.449,"NY"
"SG","Vince Carter",3000,"Mil@Mem 08:00PM ET",8.134,"Mem"
"SF","Metta World Peace",3000,"Chi@LAL 10:30PM ET",11.842,"LAL"
"PF","Louis Amundson",3000,"NY@Tor 08:00PM ET",6.083,"NY"
"SF","Caron Butler",3000,"Sac@NO 08:00PM ET",5.175,"Sac"
"SF","Mike Dunleavy",3000,"Chi@LAL 10:30PM ET",0,"Chi"
"PF","Chris Copeland",3000,"Mil@Mem 08:00PM ET",3.727,"Mil"
"C","Ryan Hollins",3000,"Mil@Mem 08:00PM ET",6.604,"Mem"
"C","Kendrick Perkins",3000,"Sac@NO 08:00PM ET",6.583,"NO"
"SG","Sasha Vujacic",3000,"NY@Tor 08:00PM ET",7.633,"NY"
"PF","Brandan Wright",3000,"Mil@Mem 08:00PM ET",14.571,"Mem"
"SF","Quincy Pondexter",3000,"Sac@NO 08:00PM ET",0,"NO"
"SG","James Anderson",3000,"Sac@NO 08:00PM ET",4.917,"Sac"
"C","Robert Sacre",3000,"Chi@LAL 10:30PM ET",8.317,"LAL"
"PF","JaMychal Green",3000,"Mil@Mem 08:00PM ET",12.100,"Mem"
"SF","Luke Babbitt",3000,"Sac@NO 08:00PM ET",7.852,"NO"
"PG","Seth Curry",3000,"Sac@NO 08:00PM ET",6.598,"Sac"
"C","Miles Plumlee",3000,"Mil@Mem 08:00PM ET",6.029,"Mil"
"PF","Kyle O'Quinn",3000,"NY@Tor 08:00PM ET",12.554,"NY"
"SG","Bryce Dejean-Jones",3000,"Sac@NO 08:00PM ET",2.833,"NO"
"PF","Cameron Bairstow",3000,"Chi@LAL 10:30PM ET",2.944,"Chi"
"C","Tarik Black",3000,"Chi@LAL 10:30PM ET",10.071,"LAL"
"SF","Duje Dukan",3000,"Sac@NO 08:00PM ET",0,"Sac"
"PF","Eric Moreland",3000,"Sac@NO 08:00PM ET",3.900,"Sac"
"PG","Marcelo Huertas",3000,"Chi@LAL 10:30PM ET",8.722,"LAL"
"SG","James Ennis",3000,"Mil@Mem 08:00PM ET",3.375,"Mem"
"PF","Johnny O'Bryant",3000,"Mil@Mem 08:00PM ET",8.965,"Mil"
"SG","Norman Powell",3000,"NY@Tor 08:00PM ET",3.264,"Tor"
"C","Lucas Nogueira",3000,"NY@Tor 08:00PM ET",6.233,"Tor"
"SG","Jordan Adams",3000,"Mil@Mem 08:00PM ET",9.500,"Mem"
"SF","Anthony Bennett",3000,"NY@Tor 08:00PM ET",3.577,"Tor"
"SF","Cleanthony Early",3000,"NY@Tor 08:00PM ET",1.500,"NY"
"PG","Delon Wright",3000,"NY@Tor 08:00PM ET",1.727,"Tor"
"PF","Jarell Martin",3000,"Mil@Mem 08:00PM ET",1.000,"Mem"
"PG","Tyler Ennis",3000,"Mil@Mem 08:00PM ET",5.775,"Mil"
"SF","Bruno Caboclo",3000,"NY@Tor 08:00PM ET",1.375,"Tor"
"SF","Damien Inglis",3000,"Mil@Mem 08:00PM ET",3.094,"Mil"
"C","Cristiano Felicio",3000,"Chi@LAL 10:30PM ET",1.583,"Chi"
"SG","Rashad Vaughn",3000,"Mil@Mem 08:00PM ET",5.288,"Mil"
